순위,주식명,href,현재가,시가총액,거래량,PER,미래 PER,동일업종PER,시가배당률,PRB,당기순이익2017,당기순이익2018,당기순이익2019,당기순이익2020,부채비율2017,부채비율2018,부채비율2019,부채비율2020,당좌비율2017,당좌비율2018,당좌비율2019,당좌비율2020,유보율2017,유보율2018,유보율2019,유보율2020,sosok
470,코스모화학,https://finance.naver.com/item/main.nhn?code=005420,"11,600","3,208","265,029",-13.35,nan,23.11,nan,2.58,-88,-145,-156,nan,203.43,123.58,167.40,nan,31.44,59.08,56.26,nan,-77.49,60.14,-25.14,nan,코스피
471,경농,https://finance.naver.com/item/main.nhn?code=002100,"16,350","3,192","180,933",20.64,nan,23.11,2.08,1.11,49.0,40.0,133.0,nan,77.34,83.7,75.77,nan,35.53,36.24,36.11,nan,1710.2,1712.11,1792.16,nan,코스피
472,아모레G3우(전환),https://finance.naver.com/item/main.nhn?code=00279K,"44,900","3,184","22,016",507.65,32.76,68.18,2.1,1.52,3763.0,2824.0,220.0,4334.0,18.34,27.8,24.18,nan,216.25,176.81,157.91,nan,7292.1,7355.32,7107.15,nan,코스피
473,STX엔진,https://finance.naver.com/item/main.nhn?code=077970,"13,800","3,175","143,944",9.75,nan,-9.26,-,0.76,279,204,206,nan,290.64,248.84,203.70,nan,76.51,65.79,58.74,nan,-4.04,18.63,108.46,nan,코스피
474,종근당바이오,https://finance.naver.com/item/main.nhn?code=063160,"57,800","3,171","144,620",70.61,nan,105.77,0.25,2.6,80.0,123.0,62.0,nan,24.96,47.26,67.98,nan,210.96,107.95,63.48,nan,1045.06,1127.67,1133.22,nan,코스피
475,계룡건설,https://finance.naver.com/item/main.nhn?code=013580,"35,500","3,170","41,797",2.66,3.27,8.77,2.14,0.45,945.0,746.0,954.0,980.0,292.48,298.79,241.62,nan,76.21,74.84,89.37,nan,778.27,916.8,1131.96,nan,코스피
476,유니퀘스트,https://finance.naver.com/item/main.nhn?code=077500,"11,600","3,170","195,526",16.75,8.39,16.88,0.85,1.71,106.0,224.0,205.0,338.0,69.16,63.08,60.54,nan,100.4,96.2,109.59,nan,1307.26,1470.37,1636.2,nan,코스피
477,세아제강지주,https://finance.naver.com/item/main.nhn?code=003030,"76,500","3,168","16,561",10.8,nan,22.43,3.37,0.18,3228.0,147.0,338.0,nan,80.79,81.06,74.01,nan,73.83,80.35,94.3,nan,4367.77,4305.56,4373.8,nan,코스피
479,코리아써키트,https://finance.naver.com/item/main.nhn?code=007810,"13,300","3,142","93,581",35.25,12.04,32.31,-,1.19,-279,21,-118,320,29.07,22.59,62.75,nan,191.48,293.60,123.67,nan,2330.66,2389.22,2428.98,nan,코스피
480,JW홀딩스,https://finance.naver.com/item/main.nhn?code=096760,"4,590","3,141","110,241",37.38,nan,105.77,1.5,2.72,364.0,-342.0,53.0,nan,218.12,260.42,233.98,nan,94.71,65.02,51.07,nan,497.91,354.3,362.23,nan,코스피
481,동성케미컬,https://finance.naver.com/item/main.nhn?code=102260,"6,290","3,125","131,090",32.95,nan,23.11,5.06,0.79,-48.0,250.0,372.0,nan,101.69,103.27,86.78,nan,64.24,76.0,65.61,nan,563.11,559.87,570.58,nan,코스피
482,삼성전기우,https://finance.naver.com/item/main.nhn?code=009155,"107,500","3,125","13,103",22.87,14.42,32.31,1.57,2.33,6850.0,5280.0,6238.0,9602.0,74.77,59.74,56.09,nan,95.59,109.45,135.55,nan,1088.79,1190.22,1319.18,nan,코스피
483,삼영무역,https://finance.naver.com/item/main.nhn?code=002810,"16,850","3,112","15,414",9.18,nan,23.11,3.57,0.65,289.0,324.0,347.0,nan,15.54,29.25,26.57,nan,489.37,224.68,261.81,nan,3859.99,3958.1,4021.84,nan,코스피
484,세아제강,https://finance.naver.com/item/main.nhn?code=306200,"109,500","3,106","23,853",7.76,5.58,22.43,2.76,0.43,70.0,249.0,331.0,544.0,90.46,80.11,76.74,nan,76.29,103.88,118.36,nan,3804.44,3927.77,4114.97,nan,코스피
485,도화엔지니어링,https://finance.naver.com/item/main.nhn?code=002150,"9,200","3,102","91,671",15.41,nan,8.77,3.44,1.07,138.0,174.0,178.0,nan,51.13,61.92,75.86,nan,125.47,120.33,115.76,nan,1403.8,1447.72,1488.94,nan,코스피
486,광주신세계,https://finance.naver.com/item/main.nhn?code=037710,"192,500","3,080","1,081",5.67,6.7,"-1,601.84",2.29,0.35,451.0,477.0,432.0,463.0,12.17,13.8,12.34,nan,95.53,132.65,197.04,nan,7658.23,8184.19,8647.66,nan,코스피
487,JW생명과학,https://finance.naver.com/item/main.nhn?code=234080,"19,400","3,072","102,473",19.48,nan,105.77,2.41,2.49,158.0,219.0,169.0,nan,83.84,64.26,65.11,nan,59.15,65.92,57.33,nan,176.0,209.74,233.6,nan,코스피
488,DB금융투자,https://finance.naver.com/item/main.nhn?code=016610,"7,230","3,069","122,478",2.05,nan,4.58,6.44,0.24,631.0,584.0,1069.0,nan,825.68,937.78,980.15,nan,nan,nan,nan,nan,262.06,285.96,338.01,nan,코스피
489,동부건설,https://finance.naver.com/item/main.nhn?code=005960,"13,500","3,068","97,201",6.87,5.98,8.77,6.64,0.68,739.0,598.0,443.0,520.0,97.23,112.06,107.51,nan,143.05,138.51,159.62,nan,382.6,437.38,478.71,nan,코스피
490,대한제분,https://finance.naver.com/item/main.nhn?code=001130,"181,500","3,067","11,911",13.47,nan,15.88,1.2,0.35,515.0,170.0,208.0,nan,22.79,32.28,38.95,nan,216.91,166.41,143.99,nan,8578.23,8705.68,8955.25,nan,코스피
491,일진홀딩스,https://finance.naver.com/item/main.nhn?code=015860,"6,190","3,055","1,048,155",27.13,29.46,34.15,1.8,0.88,9.0,224.0,168.0,190.0,149.5,130.13,122.99,nan,64.91,106.58,94.19,nan,486.2,515.87,520.23,nan,코스피
492,코오롱플라스틱,https://finance.naver.com/item/main.nhn?code=138490,"8,020","3,048","815,651",57.00,12.29,23.11,-,0.86,123.0,54.0,30,240.0,72.78,71.37,60.36,nan,58.31,57.57,79.57,nan,419.26,420.0,421.65,nan,코스피
493,경보제약,https://finance.naver.com/item/main.nhn?code=214390,"12,700","3,036","215,115",41.56,nan,105.77,0.61,2.5,131.0,53.0,94.0,nan,48.73,59.43,62.27,nan,108.83,73.81,81.08,nan,1147.6,1149.29,1206.97,nan,코스피
495,KPX홀딩스,https://finance.naver.com/item/main.nhn?code=092230,"71,500","3,021","4,291",1.82,nan,23.11,5.13,0.31,147.0,758.0,1941.0,nan,25.82,22.66,27.08,nan,142.82,169.06,150.5,nan,2781.04,2894.92,3571.67,nan,코스피
496,사조산업,https://finance.naver.com/item/main.nhn?code=007160,"60,300","3,015","46,616",21.09,nan,15.88,0.64,0.39,412.0,-144.0,121.0,nan,130.67,134.51,116.1,nan,42.58,52.54,58.98,nan,1511.88,1455.74,1455.06,nan,코스피
497,대한제당,https://finance.naver.com/item/main.nhn?code=001790,"3,345","3,000","373,366",9.76,nan,15.88,3.92,0.44,98.0,144.0,227.0,nan,151.22,146.2,139.51,nan,76.11,70.3,86.39,nan,1354.83,1397.14,1462.04,nan,코스피
498,SBS미디어홀딩스,https://finance.naver.com/item/main.nhn?code=101060,"2,140","2,994","570,756",-4.01,nan,-20.25,-,0.47,150,-1048,-666,nan,13.62,12.26,37.08,nan,343.84,376.65,113.15,nan,902.38,747.28,656.28,nan,코스피
499,경인양행,https://finance.naver.com/item/main.nhn?code=012610,"7,200","2,988","287,718",-32.35,nan,23.11,0.71,1.39,138.0,164.0,-76.0,nan,84.57,98.83,121.17,nan,70.7,57.44,71.09,nan,921.41,970.78,916.95,nan,코스피
500,백광산업,https://finance.naver.com/item/main.nhn?code=001340,"6,570","2,951","3,054,724",14.68,nan,23.11,1.51,0.83,223.0,160.0,101.0,nan,93.42,96.51,82.1,nan,30.8,61.1,45.43,nan,288.29,348.07,374.22,nan,코스피
